,key,Datetime,BidPrice_0,BidVolume_0,AskPrice_0,AskVolume_0,BidPrice_1,BidVolume_1,AskPrice_1,AskVolume_1,BidPrice_2,BidVolume_2,AskPrice_2,AskVolume_2,BidPrice_3,BidVolume_3,AskPrice_3,AskVolume_3,BidPrice_4,BidVolume_4,AskPrice_4,AskVolume_4,BidPrice_5,BidVolume_5,AskPrice_5,AskVolume_5,BidPrice_6,BidVolume_6,AskPrice_6,AskVolume_6,BidPrice_7,BidVolume_7,AskPrice_7,AskVolume_7,BidPrice_8,BidVolume_8,AskPrice_8,AskVolume_8,BidPrice_9,BidVolume_9,AskPrice_9,AskVolume_9
0,Germany_Baseload#19#0#10000106,2021-10-20 05:59:17.113000,,,126.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Germany_Baseload#19#0#10000106,2021-10-20 06:00:27.227000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Germany_Baseload#19#0#10000106,2021-10-20 06:01:05.050000,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Germany_Baseload#19#0#10000106,2021-10-20 06:01:05.051000,52.0,1.0,126.95,1.0,48.0,3.0,132.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Germany_Baseload#19#0#10000106,2021-10-20 06:02:33.682000,52.0,1.0,126.95,1.0,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Germany_Baseload#19#0#10000106,2021-10-20 06:02:52.633000,120.0,1.0,126.95,1.0,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Germany_Baseload#19#0#10000106,2021-10-20 06:03:06.602000,118.0,1.0,126.95,1.0,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Germany_Baseload#19#0#10000106,2021-10-20 06:05:05.851000,120.0,1.0,126.95,1.0,118.0,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Germany_Baseload#19#0#10000106,2021-10-20 06:08:31.977000,120.0,1.0,126.95,1.0,118.0,1.0,,,103.0,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,
9,Germany_Baseload#19#0#10000106,2021-10-20 06:08:38.753000,121.0,1.0,126.95,1.0,120.0,1.0,,,118.0,1.0,,,103.0,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,
10,Germany_Baseload#19#0#10000106,2021-10-20 06:09:54.818000,122.0,2.0,126.95,1.0,121.0,1.0,,,120.0,1.0,,,118.0,1.0,,,103.0,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,
11,Germany_Baseload#19#0#10000106,2021-10-20 06:11:04.923000,122.0,2.0,125.0,1.0,121.0,1.0,126.95,1.0,120.0,1.0,,,118.0,1.0,,,103.0,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,
12,Germany_Baseload#19#0#10000106,2021-10-20 06:12:33.708000,122.25,1.0,125.0,1.0,122.0,2.0,126.95,1.0,121.0,1.0,,,118.0,1.0,,,103.0,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,
13,Germany_Baseload#19#0#10000106,2021-10-20 06:16:18.000000,122.25,1.0,125.0,1.0,122.0,2.0,126.95,1.0,121.0,1.0,,,118.0,1.0,,,103.0,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,
14,Germany_Baseload#19#0#10000106,2021-10-20 06:17:04.322000,122.5,1.0,125.0,1.0,122.25,1.0,126.95,1.0,122.0,2.0,,,121.0,1.0,,,118.0,1.0,,,103.0,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,
15,Germany_Baseload#19#0#10000106,2021-10-20 06:21:27.205000,122.5,1.0,125.0,1.0,122.25,1.0,126.0,1.0,122.0,2.0,126.95,1.0,121.0,1.0,,,118.0,1.0,,,103.0,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,
16,Germany_Baseload#19#0#10000106,2021-10-20 06:21:49.658000,123.0,1.0,125.0,1.0,122.5,1.0,126.0,1.0,122.0,2.0,126.95,1.0,121.0,1.0,,,118.0,1.0,,,103.0,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,
